Source_IP,Destination_IP,Port,Request_Type,Protocol,Payload_Size,User_Agent,Status,Intrusion,Scan_Type
192.168.25.174,180.135.66.36,80,SSH,UDP,1856,curl/7.68.0,Success,0,Normal
192.168.185.178,103.219.48.156,53,FTP,ICMP,976,nmap/7.80,Success,0,Normal
192.168.55.45,222.71.234.35,53,HTTP,TCP,1055,curl/7.68.0,Success,0,Normal
192.168.173.91,134.155.80.229,21,FTP,ICMP,2011,Mozilla/5.0,Success,0,Normal
192.168.83.96,92.125.102.160,53,SSH,ICMP,2414,Nikto/2.1.6,Success,0,Normal
192.168.143.208,96.0.153.59,22,FTP,UDP,1262,nmap/7.80,Success,0,Normal
192.168.139.117,95.238.2.105,25,Telnet,UDP,1989,Wget/1.20.3,Success,0,Normal
192.168.211.212,217.196.133.63,53,SMTP,TCP,1424,curl/7.68.0,Success,0,Normal
192.168.4.213,74.100.113.197,80,HTTP,TCP,2351,Wget/1.20.3,Success,0,Normal
192.168.187.20,197.102.18.150,80,DNS,TCP,1870,Mozilla/5.0,Success,0,Normal
192.168.247.186,169.173.30.108,22,DNS,ICMP,1949,Nikto/2.1.6,Success,0,Normal
192.168.166.78,111.157.171.172,25,DNS,ICMP,1061,python-requests/2.25.1,Success,0,Normal
192.168.198.210,211.50.206.142,25,FTP,ICMP,2144,nmap/7.80,Success,0,Normal
192.168.7.35,198.22.213.220,53,FTP,ICMP,2026,curl/7.68.0,Failure,0,Normal
192.168.31.205,123.106.156.112,22,HTTPS,TCP,1437,Mozilla/5.0,Success,0,Normal
192.168.8.28,137.124.243.166,21,HTTP,UDP,1563,python-requests/2.25.1,Success,0,Normal
192.168.196.168,140.222.153.79,21,DNS,UDP,353,nmap/7.80,Success,0,Normal
78.199.98.120,212.245.197.90,8080,SSH,UDP,3973,Mozilla/5.0,Failure,1,BotAttack
53.39.165.18,167.222.48.88,23,SMTP,UDP,4109,curl/7.68.0,Success,1,BotAttack
192.168.8.4,126.215.139.5,443,SSH,TCP,2830,nmap/7.80,Success,0,Normal
192.168.168.4,123.241.198.48,21,HTTP,UDP,343,nmap/7.80,Success,0,Normal
192.168.140.28,116.98.203.120,22,HTTPS,TCP,2164,curl/7.68.0,Success,0,Normal
192.168.221.189,216.229.43.110,443,Telnet,UDP,1670,nmap/7.80,Success,0,Normal
192.168.174.102,132.188.91.228,21,FTP,UDP,2128,curl/7.68.0,Success,0,Normal
53.39.165.18,7.216.230.107,6667,SMTP,ICMP,663,curl/7.68.0,Failure,1,BotAttack
192.168.59.79,81.145.97.159,443,FTP,TCP,2026,nmap/7.80,Success,0,Normal
192.168.197.2,206.229.178.219,443,HTTPS,UDP,2066,nmap/7.80,Failure,0,Normal
192.168.136.240,172.3.0.54,22,DNS,ICMP,1578,python-requests/2.25.1,Success,0,Normal
192.168.138.149,211.83.249.166,80,HTTP,UDP,1525,Wget/1.20.3,Success,0,Normal
192.168.51.154,83.119.187.242,53,HTTP,UDP,1101,curl/7.68.0,Success,0,Normal
94.40.34.8,108.28.173.173,31337,Telnet,ICMP,111,nmap/7.80,Failure,1,PortScan
192.168.79.48,202.22.100.124,443,Telnet,UDP,725,Nikto/2.1.6,Success,0,Normal
192.168.55.90,125.207.27.5,22,SSH,ICMP,2551,Mozilla/5.0,Success,0,Normal
192.168.44.83,24.59.166.48,21,Telnet,ICMP,1828,Nikto/2.1.6,Success,0,Normal
192.168.186.190,135.219.122.24,22,DNS,ICMP,2459,Nikto/2.1.6,Success,0,Normal
192.168.190.10,138.43.106.205,21,DNS,UDP,2730,Wget/1.20.3,Success,0,Normal
192.168.228.170,64.117.102.222,21,SSH,TCP,2697,python-requests/2.25.1,Success,0,Normal
192.168.106.223,154.82.11.72,443,SSH,UDP,978,Mozilla/5.0,Failure,0,Normal
210.104.23.187,218.241.43.66,6667,Telnet,TCP,178,python-requests/2.25.1,Failure,1,PortScan
192.168.124.231,141.130.136.84,53,HTTPS,ICMP,271,Nikto/2.1.6,Success,0,Normal
192.168.109.156,1.48.247.240,53,HTTP,ICMP,1114,nmap/7.80,Success,0,Normal
192.168.143.145,43.51.217.119,80,HTTP,UDP,2619,Wget/1.20.3,Success,0,Normal
192.168.123.119,75.1.84.80,53,SSH,ICMP,2525,nmap/7.80,Success,0,Normal
192.168.78.143,39.178.19.181,22,SSH,UDP,718,Mozilla/5.0,Success,0,Normal
192.168.249.146,146.250.147.96,80,SSH,TCP,614,python-requests/2.25.1,Success,0,Normal
192.168.15.53,13.206.219.255,25,Telnet,ICMP,2528,python-requests/2.25.1,Success,0,Normal
192.168.247.12,209.245.156.96,21,DNS,ICMP,2909,Mozilla/5.0,Success,0,Normal
192.168.235.78,1.52.104.2,22,SMTP,ICMP,951,Mozilla/5.0,Success,0,Normal
192.168.223.98,125.151.176.17,25,SMTP,UDP,2986,Nikto/2.1.6,Success,0,Normal
192.168.202.137,210.71.46.69,21,DNS,UDP,1322,Nikto/2.1.6,Success,0,Normal
192.168.176.25,191.58.43.156,22,HTTPS,ICMP,2551,nmap/7.80,Success,0,Normal
192.168.65.78,94.81.100.88,25,HTTP,ICMP,1953,Mozilla/5.0,Failure,0,Normal
192.168.206.217,210.175.21.123,80,SMTP,TCP,1712,python-requests/2.25.1,Success,0,Normal
192.168.162.58,192.150.182.185,21,Telnet,TCP,2905,curl/7.68.0,Success,0,Normal
192.168.10.160,142.106.129.184,21,HTTPS,TCP,2942,curl/7.68.0,Success,0,Normal
192.168.0.61,92.190.63.188,80,Telnet,ICMP,1823,nmap/7.80,Success,0,Normal
192.168.238.10,192.75.75.77,53,FTP,UDP,1092,Nikto/2.1.6,Success,0,Normal
192.168.201.234,83.224.218.196,80,HTTPS,TCP,2755,python-requests/2.25.1,Success,0,Normal
192.168.177.35,5.119.137.174,53,HTTP,TCP,490,python-requests/2.25.1,Success,0,Normal
192.168.228.158,158.179.46.138,443,SSH,UDP,2947,python-requests/2.25.1,Success,0,Normal
192.168.123.87,15.142.85.245,22,Telnet,ICMP,1642,Nikto/2.1.6,Failure,0,Normal
192.168.255.129,170.220.150.98,80,SSH,UDP,2832,Mozilla/5.0,Success,0,Normal
192.168.230.97,213.241.23.4,53,Telnet,TCP,1018,nmap/7.80,Success,0,Normal
192.168.98.39,158.68.86.249,25,Telnet,TCP,2756,Wget/1.20.3,Success,0,Normal
192.168.101.23,159.113.195.24,53,FTP,TCP,397,nmap/7.80,Success,0,Normal
192.168.148.165,195.175.189.134,25,Telnet,UDP,630,curl/7.68.0,Success,0,Normal
192.168.163.234,70.115.11.154,80,SMTP,ICMP,1789,Mozilla/5.0,Success,0,Normal
192.168.246.19,199.196.26.70,21,HTTPS,UDP,1001,Nikto/2.1.6,Success,0,Normal
192.168.216.125,14.20.218.35,53,Telnet,UDP,275,Wget/1.20.3,Success,0,Normal
192.168.195.63,40.140.34.145,21,HTTPS,ICMP,701,Mozilla/5.0,Success,0,Normal
192.168.129.81,135.123.173.2,25,SMTP,ICMP,1869,python-requests/2.25.1,Success,0,Normal
33.5.52.172,122.102.161.112,8080,DNS,UDP,561,python-requests/2.25.1,Failure,1,BotAttack
192.168.201.16,214.162.133.132,443,FTP,UDP,2212,Nikto/2.1.6,Success,0,Normal
192.168.129.41,162.216.22.183,21,DNS,TCP,361,Wget/1.20.3,Success,0,Normal
192.168.240.196,80.146.126.118,53,FTP,ICMP,1196,Nikto/2.1.6,Success,0,Normal
192.168.15.185,194.176.5.228,80,DNS,TCP,2663,python-requests/2.25.1,Success,0,Normal
192.168.105.34,191.185.204.213,25,SSH,TCP,2922,Wget/1.20.3,Success,0,Normal
192.168.10.169,171.29.40.65,80,DNS,UDP,820,nmap/7.80,Success,0,Normal
192.168.49.10,209.191.151.47,21,Telnet,TCP,2436,curl/7.68.0,Success,0,Normal
192.168.255.180,155.143.117.223,21,FTP,UDP,2680,Mozilla/5.0,Success,0,Normal
33.5.52.172,196.189.239.19,4444,HTTPS,ICMP,4218,curl/7.68.0,Failure,1,BotAttack
192.168.122.114,185.251.46.205,22,SMTP,ICMP,2322,Nikto/2.1.6,Success,0,Normal
192.168.32.147,203.35.204.60,21,SMTP,TCP,2508,Mozilla/5.0,Success,0,Normal
192.168.52.183,156.152.50.21,22,SMTP,ICMP,543,Mozilla/5.0,Success,0,Normal
192.168.23.82,159.155.107.229,443,SMTP,UDP,211,nmap/7.80,Success,0,Normal
192.168.171.74,182.42.199.248,21,SMTP,ICMP,1381,python-requests/2.25.1,Success,0,Normal
192.168.95.214,157.236.0.130,53,Telnet,TCP,2148,nmap/7.80,Success,0,Normal
192.168.50.207,46.225.14.23,80,SMTP,TCP,987,nmap/7.80,Success,0,Normal
192.168.190.171,177.128.146.163,443,SSH,ICMP,2810,curl/7.68.0,Success,0,Normal
192.168.242.31,80.217.107.169,53,DNS,UDP,310,nmap/7.80,Failure,0,Normal
192.168.6.216,85.153.166.78,443,SMTP,ICMP,1029,nmap/7.80,Success,0,Normal
192.168.194.130,213.53.165.51,21,SMTP,UDP,2051,curl/7.68.0,Success,0,Normal
192.168.173.103,113.81.76.17,80,FTP,TCP,2687,nmap/7.80,Success,0,Normal
192.168.107.19,3.46.194.27,53,SMTP,UDP,2252,Mozilla/5.0,Failure,0,Normal
192.168.248.166,107.254.62.90,53,HTTPS,ICMP,1091,Mozilla/5.0,Failure,0,Normal
192.168.60.24,99.92.190.0,22,HTTPS,TCP,1854,Nikto/2.1.6,Success,0,Normal
192.168.177.145,201.173.177.106,25,Telnet,ICMP,1144,nmap/7.80,Success,0,Normal
192.168.75.72,71.185.42.73,443,SSH,TCP,593,Nikto/2.1.6,Success,0,Normal
192.168.188.91,97.250.21.59,25,SSH,ICMP,2041,Mozilla/5.0,Success,0,Normal
192.168.84.147,47.162.225.99,53,FTP,ICMP,678,curl/7.68.0,Success,0,Normal
192.168.205.86,204.255.87.70,22,HTTP,ICMP,1340,curl/7.68.0,Success,0,Normal
192.168.213.196,131.154.177.64,25,FTP,TCP,1742,python-requests/2.25.1,Success,0,Normal
192.168.80.86,75.232.126.254,443,HTTP,UDP,2792,curl/7.68.0,Success,0,Normal
192.168.245.71,141.82.140.63,53,Telnet,ICMP,941,Mozilla/5.0,Success,0,Normal
192.168.72.199,221.29.14.117,22,DNS,UDP,1491,nmap/7.80,Success,0,Normal
201.232.85.16,221.17.198.215,4444,DNS,UDP,125,Mozilla/5.0,Failure,1,PortScan
192.168.111.31,202.122.31.36,25,SSH,TCP,2416,curl/7.68.0,Success,0,Normal
192.168.248.248,213.196.160.127,25,HTTPS,ICMP,406,curl/7.68.0,Failure,0,Normal
192.168.156.64,70.81.222.33,443,DNS,ICMP,1658,nmap/7.80,Success,0,Normal
192.168.19.57,170.194.45.108,53,FTP,ICMP,2119,nmap/7.80,Success,0,Normal
192.168.79.78,13.53.129.252,80,SSH,ICMP,2186,Nikto/2.1.6,Success,0,Normal
192.168.60.232,69.26.37.19,21,FTP,TCP,856,python-requests/2.25.1,Success,0,Normal
192.168.112.174,219.205.143.245,21,HTTPS,ICMP,1646,python-requests/2.25.1,Success,0,Normal
192.168.19.171,150.10.113.219,25,SSH,UDP,1550,curl/7.68.0,Success,0,Normal
192.168.27.95,198.203.79.153,21,Telnet,TCP,1727,curl/7.68.0,Success,0,Normal
205.176.120.255,201.248.254.93,4444,HTTPS,ICMP,173,Mozilla/5.0,Failure,1,PortScan
192.168.178.239,160.33.52.116,21,FTP,TCP,2256,Mozilla/5.0,Success,0,Normal
192.168.233.206,176.178.18.132,21,HTTP,TCP,1368,nmap/7.80,Success,0,Normal
192.168.97.156,3.111.98.59,25,HTTPS,TCP,1712,nmap/7.80,Success,0,Normal
192.168.176.176,40.6.66.213,443,Telnet,ICMP,2268,curl/7.68.0,Success,0,Normal
192.168.94.150,209.241.234.21,80,HTTP,UDP,1151,nmap/7.80,Success,0,Normal
192.233.64.172,27.76.81.244,23,SSH,UDP,1231,python-requests/2.25.1,Failure,1,BotAttack
192.168.136.161,198.133.5.219,80,HTTP,ICMP,621,Mozilla/5.0,Success,0,Normal
192.168.40.102,183.98.83.58,443,Telnet,UDP,1564,python-requests/2.25.1,Success,0,Normal
192.168.189.226,192.249.225.125,53,Telnet,TCP,2343,Mozilla/5.0,Success,0,Normal
192.168.199.101,218.191.222.127,25,DNS,ICMP,901,nmap/7.80,Success,0,Normal
192.168.234.111,214.198.70.172,80,Telnet,UDP,2701,Wget/1.20.3,Success,0,Normal
192.168.251.118,169.189.83.191,25,DNS,UDP,573,Mozilla/5.0,Success,0,Normal
192.168.98.31,148.203.19.42,22,HTTP,ICMP,2410,nmap/7.80,Success,0,Normal
192.168.240.76,172.135.160.59,22,SMTP,TCP,1060,Nikto/2.1.6,Success,0,Normal
192.168.219.245,193.103.10.189,80,HTTP,UDP,1379,nmap/7.80,Success,0,Normal
192.168.116.135,11.120.121.184,80,HTTPS,ICMP,609,curl/7.68.0,Success,0,Normal
192.168.248.231,72.98.43.93,80,HTTP,TCP,1409,curl/7.68.0,Success,0,Normal
192.168.194.126,175.16.215.127,80,SSH,TCP,2143,Nikto/2.1.6,Failure,0,Normal
192.168.117.79,178.180.22.154,21,DNS,UDP,2085,curl/7.68.0,Success,0,Normal
192.168.154.217,139.157.178.111,443,HTTPS,UDP,255,Mozilla/5.0,Success,0,Normal
192.168.210.72,51.16.226.173,25,DNS,UDP,2899,Wget/1.20.3,Success,0,Normal
192.168.74.110,208.20.35.233,80,DNS,TCP,408,curl/7.68.0,Success,0,Normal
192.168.221.180,172.36.105.229,22,FTP,ICMP,1767,Nikto/2.1.6,Success,0,Normal
192.168.214.122,8.117.205.117,80,FTP,UDP,936,Nikto/2.1.6,Success,0,Normal
192.168.136.90,213.107.220.10,22,SMTP,UDP,2577,Nikto/2.1.6,Success,0,Normal
192.168.177.182,192.0.90.246,22,DNS,TCP,1428,nmap/7.80,Success,0,Normal
192.168.12.254,167.109.88.56,21,HTTPS,ICMP,504,Nikto/2.1.6,Success,0,Normal
192.168.159.43,173.39.150.175,21,Telnet,TCP,2027,Wget/1.20.3,Success,0,Normal
192.168.68.215,9.94.69.208,21,HTTP,UDP,2989,python-requests/2.25.1,Success,0,Normal
192.168.218.158,173.112.255.158,80,FTP,TCP,650,Wget/1.20.3,Success,0,Normal
192.168.107.242,134.37.107.159,22,Telnet,UDP,2796,curl/7.68.0,Success,0,Normal
192.168.235.195,153.132.55.12,443,Telnet,UDP,1532,Wget/1.20.3,Success,0,Normal
192.168.31.204,133.42.21.243,21,HTTPS,ICMP,2227,Nikto/2.1.6,Success,0,Normal
192.168.16.57,175.98.3.194,443,SMTP,UDP,417,nmap/7.80,Success,0,Normal
192.168.171.196,177.106.202.215,25,Telnet,UDP,602,curl/7.68.0,Success,0,Normal
192.168.85.232,146.62.200.29,21,Telnet,TCP,2186,Nikto/2.1.6,Success,0,Normal
192.168.81.233,205.61.76.112,21,HTTPS,ICMP,1463,python-requests/2.25.1,Success,0,Normal
192.168.181.115,221.160.89.98,53,Telnet,UDP,1239,Wget/1.20.3,Success,0,Normal
192.168.39.141,155.157.100.193,53,HTTP,UDP,2950,Mozilla/5.0,Success,0,Normal
192.168.152.46,223.9.15.161,25,SMTP,TCP,1368,Nikto/2.1.6,Success,0,Normal
192.168.34.142,4.99.182.217,80,SMTP,TCP,880,nmap/7.80,Success,0,Normal
192.168.222.166,152.9.154.124,22,FTP,UDP,2711,curl/7.68.0,Success,0,Normal
192.168.138.202,33.159.24.102,443,Telnet,ICMP,2619,nmap/7.80,Success,0,Normal
192.168.241.242,219.188.245.227,22,HTTPS,ICMP,2674,python-requests/2.25.1,Success,0,Normal
192.168.200.34,90.51.255.42,22,Telnet,ICMP,2489,Mozilla/5.0,Success,0,Normal
192.168.46.59,223.132.169.64,53,SMTP,ICMP,284,nmap/7.80,Failure,0,Normal
192.168.87.109,133.198.91.24,22,HTTP,ICMP,389,curl/7.68.0,Success,0,Normal
192.168.13.112,59.159.245.49,443,Telnet,TCP,313,nmap/7.80,Success,0,Normal
219.110.174.163,140.57.230.126,4444,SSH,TCP,4,nmap/7.80,Failure,1,PortScan
192.168.249.163,151.60.104.25,443,Telnet,ICMP,2472,Nikto/2.1.6,Success,0,Normal
192.168.253.161,108.233.34.62,443,SSH,TCP,1792,Nikto/2.1.6,Success,0,Normal
192.168.201.126,104.185.147.79,21,SMTP,ICMP,2454,Wget/1.20.3,Success,0,Normal
192.168.68.60,146.245.40.158,21,SSH,ICMP,2275,nmap/7.80,Success,0,Normal
192.168.46.241,147.108.12.87,22,HTTPS,TCP,1218,Wget/1.20.3,Success,0,Normal
192.168.244.192,13.41.109.236,443,SMTP,UDP,772,Mozilla/5.0,Success,0,Normal
192.168.74.200,135.97.142.109,25,DNS,ICMP,2837,Mozilla/5.0,Success,0,Normal
192.168.104.68,67.20.151.194,53,HTTPS,ICMP,1074,nmap/7.80,Success,0,Normal
192.168.215.197,215.68.10.29,21,SMTP,TCP,2216,Wget/1.20.3,Success,0,Normal
192.168.171.189,211.107.19.211,25,HTTPS,ICMP,664,Wget/1.20.3,Success,0,Normal
192.168.178.89,5.50.191.109,443,HTTPS,UDP,2062,nmap/7.80,Success,0,Normal
192.168.193.90,18.240.187.38,443,Telnet,TCP,1562,curl/7.68.0,Success,0,Normal
154.113.2.100,216.179.4.166,4444,SSH,UDP,674,nmap/7.80,Failure,1,BotAttack
192.168.160.153,179.101.121.238,53,DNS,UDP,667,Wget/1.20.3,Success,0,Normal
192.168.71.165,119.26.45.140,53,SMTP,TCP,640,nmap/7.80,Success,0,Normal
192.168.41.171,77.226.128.70,22,DNS,UDP,2128,Mozilla/5.0,Success,0,Normal
192.168.212.206,223.237.175.94,25,SSH,UDP,1936,curl/7.68.0,Success,0,Normal
192.168.60.110,42.70.71.178,80,SMTP,ICMP,1606,Mozilla/5.0,Success,0,Normal
192.168.145.35,139.72.155.87,443,HTTPS,UDP,1206,curl/7.68.0,Success,0,Normal
178.20.222.2,11.255.163.253,31337,DNS,ICMP,82,Mozilla/5.0,Failure,1,PortScan
192.168.157.113,167.206.239.216,53,DNS,TCP,1668,curl/7.68.0,Success,0,Normal
192.168.168.113,129.75.120.178,53,FTP,UDP,757,Nikto/2.1.6,Success,0,Normal
192.168.16.118,214.242.12.108,443,DNS,UDP,669,Wget/1.20.3,Success,0,Normal
192.168.198.133,178.96.217.174,80,HTTP,UDP,1811,python-requests/2.25.1,Success,0,Normal
95.139.88.51,184.11.108.162,4444,SSH,TCP,2235,curl/7.68.0,Failure,1,BotAttack
192.168.252.174,213.166.152.64,25,DNS,UDP,2160,Mozilla/5.0,Success,0,Normal
192.168.246.120,167.226.44.7,53,FTP,UDP,2680,Nikto/2.1.6,Success,0,Normal
78.199.98.120,174.71.175.182,4444,DNS,TCP,2340,Mozilla/5.0,Failure,1,BotAttack
192.168.30.55,182.15.24.185,53,FTP,UDP,1958,python-requests/2.25.1,Success,0,Normal
192.168.46.218,96.194.85.104,53,FTP,UDP,1029,Nikto/2.1.6,Success,0,Normal
192.168.82.100,21.12.178.147,21,Telnet,UDP,1251,python-requests/2.25.1,Success,0,Normal
192.168.12.250,214.45.206.251,25,FTP,UDP,1860,curl/7.68.0,Success,0,Normal
192.168.87.33,191.164.82.83,21,HTTPS,ICMP,708,python-requests/2.25.1,Success,0,Normal
192.168.226.121,182.112.57.86,53,HTTP,UDP,2092,Mozilla/5.0,Success,0,Normal
192.168.102.151,36.122.253.126,53,HTTPS,TCP,2213,curl/7.68.0,Success,0,Normal
192.168.244.135,190.135.230.86,22,Telnet,TCP,2289,Wget/1.20.3,Success,0,Normal
192.168.28.233,114.201.103.54,22,SSH,UDP,2036,nmap/7.80,Success,0,Normal
192.168.51.98,72.11.180.70,21,SSH,UDP,1777,python-requests/2.25.1,Failure,0,Normal
192.168.71.152,179.236.148.33,22,SMTP,UDP,580,Wget/1.20.3,Success,0,Normal
192.168.124.191,223.148.41.40,25,FTP,ICMP,563,Wget/1.20.3,Success,0,Normal
192.168.113.74,218.135.235.189,25,Telnet,ICMP,491,Wget/1.20.3,Success,0,Normal
192.168.81.230,37.41.167.166,21,SSH,UDP,624,nmap/7.80,Success,0,Normal
192.168.160.228,70.28.27.15,80,HTTP,ICMP,2010,curl/7.68.0,Success,0,Normal
192.168.101.4,178.100.230.116,53,SMTP,ICMP,2667,Mozilla/5.0,Success,0,Normal
192.168.42.171,217.235.218.101,22,HTTPS,TCP,2517,Wget/1.20.3,Success,0,Normal
192.168.245.243,60.126.211.110,21,HTTPS,UDP,585,nmap/7.80,Success,0,Normal
192.168.211.217,66.237.215.162,53,HTTPS,TCP,241,Mozilla/5.0,Success,0,Normal
192.168.43.110,150.36.193.0,22,HTTPS,ICMP,2644,python-requests/2.25.1,Success,0,Normal
192.168.239.99,205.189.163.239,443,SMTP,ICMP,2027,nmap/7.80,Success,0,Normal
192.168.50.179,176.189.53.115,21,DNS,ICMP,1837,python-requests/2.25.1,Success,0,Normal
192.168.77.77,106.141.230.135,80,SSH,TCP,841,Wget/1.20.3,Success,0,Normal
192.168.215.202,219.229.107.33,21,HTTPS,TCP,1876,Wget/1.20.3,Success,0,Normal
192.168.190.184,178.229.92.46,80,Telnet,TCP,728,Mozilla/5.0,Success,0,Normal
192.168.224.144,87.206.23.183,25,SMTP,UDP,2489,curl/7.68.0,Success,0,Normal
192.168.137.161,18.177.151.38,80,FTP,UDP,2795,Wget/1.20.3,Success,0,Normal
192.168.249.47,199.89.116.96,53,HTTP,ICMP,1070,Wget/1.20.3,Success,0,Normal
192.168.245.254,172.67.253.15,53,Telnet,TCP,251,Wget/1.20.3,Success,0,Normal
192.168.196.99,57.247.244.205,21,DNS,ICMP,790,Nikto/2.1.6,Success,0,Normal
192.168.207.41,18.28.237.251,80,DNS,UDP,2362,Wget/1.20.3,Success,0,Normal
33.5.52.172,64.182.113.77,6667,Telnet,ICMP,1558,nmap/7.80,Failure,1,BotAttack
192.168.31.174,154.143.84.202,80,SMTP,UDP,1638,Nikto/2.1.6,Success,0,Normal
192.168.241.253,194.172.201.166,25,HTTP,TCP,2057,nmap/7.80,Success,0,Normal
192.168.236.197,99.29.241.226,53,SMTP,UDP,2360,Wget/1.20.3,Success,0,Normal
192.168.112.163,129.24.231.21,80,FTP,UDP,1193,Wget/1.20.3,Success,0,Normal
165.13.3.22,155.238.155.20,135,DNS,UDP,2,nmap/7.80,Failure,1,PortScan
197.134.233.238,101.152.143.224,8080,SSH,TCP,559,nmap/7.80,Failure,1,BotAttack
192.168.118.89,168.103.30.121,443,HTTPS,UDP,849,Mozilla/5.0,Success,0,Normal
197.134.233.238,208.105.227.31,23,DNS,ICMP,4497,Mozilla/5.0,Failure,1,BotAttack
192.168.74.119,210.161.157.252,25,FTP,TCP,2351,Mozilla/5.0,Success,0,Normal
192.168.176.234,68.60.172.49,21,DNS,ICMP,1307,python-requests/2.25.1,Success,0,Normal
192.168.254.196,217.61.1.21,53,FTP,ICMP,2909,curl/7.68.0,Success,0,Normal
192.168.84.229,186.35.182.64,80,HTTPS,TCP,212,python-requests/2.25.1,Success,0,Normal
192.168.15.48,12.178.132.244,443,HTTPS,ICMP,665,Mozilla/5.0,Success,0,Normal
192.168.14.178,66.161.32.175,53,HTTPS,TCP,2243,Nikto/2.1.6,Success,0,Normal
192.168.17.53,119.219.252.178,22,FTP,ICMP,1009,Mozilla/5.0,Success,0,Normal
192.168.192.97,216.252.6.52,25,SMTP,ICMP,2480,python-requests/2.25.1,Success,0,Normal
192.168.68.65,148.139.149.174,443,DNS,TCP,2792,nmap/7.80,Success,0,Normal
192.168.10.197,38.72.79.101,443,SMTP,TCP,2813,Mozilla/5.0,Success,0,Normal
192.168.250.155,87.245.178.102,80,HTTP,UDP,208,nmap/7.80,Success,0,Normal
192.168.107.137,204.116.79.140,22,HTTP,TCP,2791,Nikto/2.1.6,Success,0,Normal
192.168.19.8,141.12.64.49,22,HTTP,ICMP,2419,curl/7.68.0,Success,0,Normal
178.20.222.2,200.216.241.135,31337,HTTP,ICMP,109,Mozilla/5.0,Failure,1,PortScan
192.168.94.182,206.135.138.219,21,Telnet,ICMP,607,python-requests/2.25.1,Success,0,Normal
192.168.214.84,175.204.134.233,80,DNS,UDP,785,python-requests/2.25.1,Success,0,Normal
192.168.167.212,212.241.22.129,53,SMTP,ICMP,703,Mozilla/5.0,Success,0,Normal
192.168.143.104,30.164.106.152,21,SMTP,ICMP,2676,Wget/1.20.3,Success,0,Normal
192.168.30.100,185.157.209.11,80,SMTP,ICMP,1958,python-requests/2.25.1,Success,0,Normal
192.168.191.141,130.58.236.173,21,DNS,UDP,1097,Nikto/2.1.6,Success,0,Normal
94.40.34.8,199.237.21.24,6667,HTTPS,TCP,5,Wget/1.20.3,Failure,1,PortScan
192.168.3.80,118.51.96.46,21,SMTP,TCP,1255,python-requests/2.25.1,Success,0,Normal
192.168.104.57,73.234.75.110,53,SSH,UDP,1047,nmap/7.80,Success,0,Normal
192.168.141.254,49.117.106.202,21,FTP,ICMP,2461,curl/7.68.0,Success,0,Normal
192.168.50.193,176.225.139.102,21,SMTP,UDP,1855,Wget/1.20.3,Success,0,Normal
192.168.248.195,207.192.202.39,53,Telnet,ICMP,480,Mozilla/5.0,Success,0,Normal
192.168.171.204,180.179.92.230,53,DNS,TCP,1246,Wget/1.20.3,Success,0,Normal
192.168.238.176,3.114.171.45,22,SMTP,TCP,868,nmap/7.80,Failure,0,Normal
192.168.155.125,86.157.148.125,80,HTTP,UDP,2059,python-requests/2.25.1,Success,0,Normal
192.168.219.49,97.33.91.39,25,SMTP,TCP,1705,Wget/1.20.3,Success,0,Normal
192.168.13.176,220.176.212.241,53,HTTP,TCP,1147,Wget/1.20.3,Success,0,Normal
192.168.40.79,80.212.59.249,25,Telnet,TCP,265,nmap/7.80,Success,0,Normal
192.168.54.197,155.182.171.213,443,Telnet,ICMP,2910,python-requests/2.25.1,Success,0,Normal
192.168.19.170,202.156.22.248,443,SMTP,UDP,2646,nmap/7.80,Success,0,Normal
192.168.188.216,189.7.54.173,21,HTTP,UDP,1767,nmap/7.80,Success,0,Normal
94.40.34.8,174.74.172.211,4444,Telnet,UDP,194,nmap/7.80,Failure,1,PortScan
192.168.244.9,22.87.67.193,53,Telnet,TCP,1675,Wget/1.20.3,Success,0,Normal
192.168.114.253,13.41.123.114,21,SSH,UDP,203,Wget/1.20.3,Success,0,Normal
95.139.88.51,218.43.30.86,4444,DNS,ICMP,847,nmap/7.80,Success,1,BotAttack
192.168.160.131,31.198.200.214,53,SMTP,ICMP,2581,Nikto/2.1.6,Success,0,Normal
192.168.220.251,186.133.43.40,443,HTTPS,UDP,293,Mozilla/5.0,Failure,0,Normal
161.77.134.239,129.240.148.97,6667,HTTP,UDP,2374,Nikto/2.1.6,Failure,1,BotAttack
192.168.144.47,128.86.116.166,21,SSH,UDP,855,Mozilla/5.0,Success,0,Normal
192.168.180.139,120.185.71.223,443,HTTP,ICMP,1632,nmap/7.80,Success,0,Normal
192.168.80.130,188.114.152.244,25,SSH,UDP,2300,Wget/1.20.3,Success,0,Normal
192.168.250.219,201.14.87.7,80,SSH,ICMP,2511,python-requests/2.25.1,Failure,0,Normal
192.168.15.26,21.136.68.94,80,Telnet,UDP,2719,Nikto/2.1.6,Success,0,Normal
53.39.165.18,44.24.14.21,31337,SSH,TCP,2614,curl/7.68.0,Failure,1,BotAttack
192.168.12.113,153.124.7.101,80,SMTP,UDP,1399,Nikto/2.1.6,Success,0,Normal
192.168.4.26,64.157.66.232,80,HTTP,UDP,1658,Mozilla/5.0,Success,0,Normal
192.168.67.194,166.44.97.58,22,HTTP,UDP,731,python-requests/2.25.1,Success,0,Normal
192.168.144.199,205.236.251.165,53,SSH,UDP,2070,Mozilla/5.0,Success,0,Normal
